id,name,img,artist,genre(s),mc rating,usr rating
/music/six-cups-of-rebel/lindstrom,Six Cups of Rebel,http://static.metacritic.com/images/products/music/6/8c23914f23bedc2fe7b357fcb1182116-98.jpg,Lindstrom,"Electronic,Experimental Techno",60,6.5
/music/real-life-is-no-cool/lindstrom-christabelle,Real Life Is No Cool,http://static.metacritic.com/images/products/music/1/26add59d34d7e7405c763a7174f9964f-98.jpg,Lindstrom & Christabelle,Electronic,80,7.3
/music/ii/lindstrom-prins-thomas,II,http://static.metacritic.com/images/products/music/3/a09ca16ced5fd31027ed67c0c51f12a4-98.jpg,Lindstrom & Prins Thomas,Electronic,70,7.5
/music/hybrid-theory/linkin-park,Hybrid Theory,http://static.metacritic.com/images/products/music/53w-release.jpg,Linkin Park,,,
/music/reanimation/linkin-park,Reanimation,http://static.metacritic.com/images/products/music/1/e23c2ab7a3bb7c2c3969c0085901fbb7-98.jpg,Linkin Park,"Rock,Alternative,Metal",60,7.2
/music/meteora/linkin-park,Meteora,http://static.metacritic.com/images/products/music/1/ffa039096c33b9ebf5d4c3296e2cb5a9-98.jpg,Linkin Park,"Rock,Alternative,Metal",62,8.6
/music/minutes-to-midnight/linkin-park,Minutes To Midnight,http://static.metacritic.com/images/products/music/7/186198a3bd263fc6c5ae0ecd8414a8e3-98.jpg,Linkin Park,"Rock,Alternative",56,6.7
/music/a-thousand-suns/linkin-park,A Thousand Suns,http://static.metacritic.com/images/products/music/9/41ffedfb0d54a9ba73eee194814d3e29-98.jpg,Linkin Park,"Pop/Rock,Heavy Metal,Pop-Metal",66,7.5
/music/living-things/linkin-park,Living Things,http://static.metacritic.com/images/products/music/8/24c8e8940f0e49dc40629fc99463f14d-98.jpg,Linkin Park,"Pop/Rock,Alternative Metal,Heavy Metal",60,7.8
/music/recharged/linkin-park,Recharged,http://static.metacritic.com/images/products/music/7/da4195fa435f63753d70364ea5472b00-98.jpg,Linkin Park,"Electronic,Pop/Rock,Alternative/Indie Rock",49,5.8
/music/the-hunting-party/linkin-park,The Hunting Party,http://static.metacritic.com/images/products/music/9/090eb0de54b7837d084d628b18a8ce58-98.jpg,Linkin Park,"Rap-Metal,Pop/Rock,Alternative/Indie Rock",65,8
/music/one-more-light/linkin-park,One More Light,http://static.metacritic.com/images/products/music/9/55b5a527b980a5623da04616bc53693a-98.jpg,Linkin Park,"Pop/Rock,Alternative/Indie Rock,Alternative Metal",46,5
/music/begin/lion-babe,Begin,http://static.metacritic.com/images/products/music/8/6786b632ced3cbb41b722b4b85f67560-98.jpg,Lion Babe,"R&B,Soul,Alternative R&B",63,7.8
/music/renaissance/lionel-richie,Renaissance,http://static.metacritic.com/images/products/music/7/2104ecade00cbe020d644988b52029c1-98.jpg,Lionel Richie,"Rock,Pop,R&B",48,
/music/just-go/lionel-richie,Just Go,http://static.metacritic.com/images/products/music/2/17997fa8e2d719d60fde529374279314-98.jpg,Lionel Richie,"R&B,Soul",68,7.5
/music/tuskegee/lionel-richie,Tuskegee,http://static.metacritic.com/images/products/music/7/72336b86bb681879a750dd504d4352ad-98.jpg,Lionel Richie,"Soul,Country,Urban",74,
/music/eye-legacy/lisa-left-eye-lopes,Eye Legacy,http://static.metacritic.com/images/products/music/4/d3824184f7fb24291020dd9ad09bea52-98.jpg,"Lisa ""Left Eye"" Lopes","Rap,R&B",48,
/music/lullaby-for-liquid-pig/lisa-germano,Lullaby For Liquid Pig,http://static.metacritic.com/images/products/music/8/231cc8b2b17b54f2941e1898fba1ef37-98.jpg,Lisa Germano,"Indie,Rock,Pop",76,9
/music/in-the-maybe-world/lisa-germano,In The Maybe World,http://static.metacritic.com/images/products/music/0/f79504a5d63d0402b55cf698429d2b72-98.jpg,Lisa Germano,"Rock,Alternative,Singer-Songwriter",61,8.7
